dataset,nrows,ncols,run,seed,i_5CV_logloss,p_5CV_logloss,i_TST_logloss,p_TST_logloss,i_geo_complexity,p_geo_complexity,i_nfs_complexity,p_nfs_complexity,i_H_total,i_H_active,i_C_inconsistentes,i_k_promedio_activas,p_H_total,p_H_active,p_C_inconsistentes,p_k_promedio_activas,i_best_model,p_best_model,i_d,p_d,i_l,p_l,i_f,p_f,i_tree_nfs,p_tree_nfs,i_tree_used_fs,p_tree_used_fs,i_selected_fs,p_selected_fs
dis.csv,3772,55,0,0,0.076446,0.080527,0.076062,0.077966,15.466666666666669,99.9,39,51.0,13,12,0,29.25,5.0,0.0,0.0,0.0,"MLPClassifier(activation='logistic', alpha=4.748702152654914,
              hidden_layer_sizes=13, max_iter=500, random_state=12345,
              solver='lbfgs')","MLPClassifier(activation='logistic', alpha=1609.401080786509,
              hidden_layer_sizes=5, max_iter=500, random_state=12345,
              solver='lbfgs')",,,,,,,39,0,"['sex_0' 'sex_1' 'on_thyroxine_0' 'on_thyroxine_1' 'query_on_thyroxine_1'
 'on_antithyroid_medication_0' 'on_antithyroid_medication_1' 'sick_0'
 'pregnant_0' 'pregnant_1' 'thyroid_surgery_1' 'I131_treatment_0'
 'I131_treatment_1' 'query_hypothyroid_0' 'query_hypothyroid_1'
 'query_hyperthyroid_1' 'lithium_0' 'lithium_1' 'goitre_0' 'goitre_1'
 'tumor_0' 'hypopituitary_1' 'psych_1' 'TSH_measured_0' 'TSH'
 'T3_measured_0' 'T3_measured_1' 'T3' 'TT4_measured_0' 'T4U_measured_0'
 'T4U' 'FTI_measured_0' 'FTI_measured_1' 'FTI' 'referral_source_0'
 'referral_source_1' 'referral_source_2' 'referral_source_3'
 'referral_source_4']",[],"['sex_0' 'sex_1' 'on_thyroxine_0' 'on_thyroxine_1' 'query_on_thyroxine_1'
 'on_antithyroid_medication_0' 'on_antithyroid_medication_1' 'sick_0'
 'pregnant_0' 'pregnant_1' 'thyroid_surgery_1' 'I131_treatment_0'
 'I131_treatment_1' 'query_hypothyroid_0' 'query_hypothyroid_1'
 'query_hyperthyroid_1' 'lithium_0' 'lithium_1' 'goitre_0' 'goitre_1'
 'tumor_0' 'hypopituitary_1' 'psych_1' 'TSH_measured_0' 'TSH'
 'T3_measured_0' 'T3_measured_1' 'T3' 'TT4_measured_0' 'T4U_measured_0'
 'T4U' 'FTI_measured_0' 'FTI_measured_1' 'FTI' 'referral_source_0'
 'referral_source_1' 'referral_source_2' 'referral_source_3'
 'referral_source_4']","['age' 'sex_0' 'sex_1' 'sex_2' 'on_thyroxine_0' 'on_thyroxine_1'
 'query_on_thyroxine_0' 'on_antithyroid_medication_1' 'sick_0' 'sick_1'
 'pregnant_0' 'pregnant_1' 'thyroid_surgery_0' 'thyroid_surgery_1'
 'I131_treatment_0' 'I131_treatment_1' 'query_hypothyroid_0'
 'query_hypothyroid_1' 'query_hyperthyroid_0' 'query_hyperthyroid_1'
 'lithium_1' 'goitre_0' 'goitre_1' 'tumor_0' 'tumor_1' 'hypopituitary_0'
 'hypopituitary_1' 'psych_0' 'psych_1' 'TSH_measured_0' 'TSH_measured_1'
 'TSH' 'T3_measured_0' 'T3_measured_1' 'T3' 'TT4_measured_0'
 'TT4_measured_1' 'TT4' 'T4U_measured_0' 'T4U_measured_1' 'T4U'
 'FTI_measured_0' 'FTI_measured_1' 'FTI' 'TBG_measured_0' 'TBG_0'
 'referral_source_0' 'referral_source_1' 'referral_source_2'
 'referral_source_3' 'referral_source_4']"
Satellite.csv,5100,37,0,0,0.015057,0.016079,0.035388,0.033476,5.688888888888889,1.0777777777777777,20,7.0,4,4,3,15.0,1.0,1.0,0.0,5.0,"MLPClassifier(activation='logistic', alpha=0.39749186557942007,
              hidden_layer_sizes=4, max_iter=500, random_state=12345,
              solver='lbfgs')","MLPClassifier(activation='logistic', alpha=1e-05, hidden_layer_sizes=1,
              max_iter=500, random_state=12345, solver='lbfgs')",,,,,,,20,7,"['V1' 'V2' 'V4' 'V5' 'V6' 'V7' 'V9' 'V13' 'V14' 'V15' 'V18' 'V21' 'V22'
 'V23' 'V27' 'V28' 'V29' 'V30' 'V32' 'V34']",['V5' 'V6' 'V18' 'V19' 'V21' 'V23' 'V29'],"['V1' 'V2' 'V4' 'V5' 'V6' 'V7' 'V9' 'V13' 'V14' 'V15' 'V18' 'V21' 'V22'
 'V23' 'V27' 'V28' 'V29' 'V30' 'V32' 'V34']",['V5' 'V6' 'V18' 'V19' 'V21' 'V23' 'V29']
Satellite.csv,5100,37,1,1234,0.017652,0.019703,0.023259,0.024743,1.0888888888888888,1.0777777777777777,8,7.0,1,1,0,6.0,1.0,1.0,0.0,5.0,"MLPClassifier(activation='logistic', alpha=0.284060067126916,
              hidden_layer_sizes=1, max_iter=500, random_state=12345,
              solver='lbfgs')","MLPClassifier(activation='logistic', alpha=0.34586219516033173,
              hidden_layer_sizes=1, max_iter=500, random_state=12345,
              solver='lbfgs')",,,,,,,8,7,['V13' 'V14' 'V18' 'V19' 'V22' 'V23' 'V33' 'V35'],['V1' 'V2' 'V18' 'V19' 'V22' 'V23' 'V35'],['V13' 'V14' 'V18' 'V19' 'V22' 'V23' 'V33' 'V35'],['V1' 'V2' 'V18' 'V19' 'V22' 'V23' 'V35']
mc1.csv,9466,39,0,0,0.028044,0.028701,0.029955,0.028818,10.205263157894736,12.210526315789474,18,9.0,7,7,16,13.428571428571429,10.0,10.0,8.0,6.7,"MLPClassifier(activation='logistic', alpha=1.315241320780335,
              hidden_layer_sizes=7, max_iter=500, random_state=12345,
              solver='lbfgs')","MLPClassifier(activation='logistic', alpha=1.177614774014173,
              hidden_layer_sizes=10, max_iter=500, random_state=12345,
              solver='lbfgs')",,,,,,,18,9,"['LOC_BLANK' 'BRANCH_COUNT' 'CALL_PAIRS' 'CONDITION_COUNT'
 'DESIGN_DENSITY' 'EDGE_COUNT' 'PARAMETER_COUNT' 'GLOBAL_DATA_COMPLEXITY'
 'HALSTEAD_LEVEL' 'HALSTEAD_VOLUME' 'MAINTENANCE_SEVERITY'
 'MODIFIED_CONDITION_COUNT' 'NODE_COUNT' 'NUM_OPERANDS'
 'NUM_UNIQUE_OPERANDS' 'NUM_UNIQUE_OPERATORS' 'PERCENT_COMMENTS'
 'LOC_TOTAL']","['LOC_BLANK' 'BRANCH_COUNT' 'LOC_COMMENTS' 'ESSENTIAL_COMPLEXITY'
 'ESSENTIAL_DENSITY' 'HALSTEAD_ERROR_EST' 'MULTIPLE_CONDITION_COUNT'
 'NODE_COUNT' 'NORMALIZED_CYLOMATIC_COMPLEXITY']","['LOC_BLANK' 'BRANCH_COUNT' 'CALL_PAIRS' 'CONDITION_COUNT'
 'DESIGN_DENSITY' 'EDGE_COUNT' 'PARAMETER_COUNT' 'GLOBAL_DATA_COMPLEXITY'
 'HALSTEAD_LEVEL' 'HALSTEAD_VOLUME' 'MAINTENANCE_SEVERITY'
 'MODIFIED_CONDITION_COUNT' 'NODE_COUNT' 'NUM_OPERANDS'
 'NUM_UNIQUE_OPERANDS' 'NUM_UNIQUE_OPERATORS' 'PERCENT_COMMENTS'
 'LOC_TOTAL']","['LOC_BLANK' 'BRANCH_COUNT' 'LOC_COMMENTS' 'ESSENTIAL_COMPLEXITY'
 'ESSENTIAL_DENSITY' 'HALSTEAD_ERROR_EST' 'MULTIPLE_CONDITION_COUNT'
 'NODE_COUNT' 'NORMALIZED_CYLOMATIC_COMPLEXITY']"
sick.csv,3772,53,0,0,0.091433,0.053297,0.090456,0.064855,1.123076923076923,16.0,16,12.0,1,1,0,12.0,13.0,13.0,10.0,9.0,"MLPClassifier(activation='logistic', alpha=1e-05, hidden_layer_sizes=1,
              max_iter=500, random_state=12345, solver='lbfgs')","MLPClassifier(activation='logistic', alpha=0.34493594520010973,
              hidden_layer_sizes=13, max_iter=500, random_state=12345,
              solver='lbfgs')",,,,,,,16,12,"['age' 'on_antithyroid_medication_t' 'thyroid_surgery_t'
 'I131_treatment_f' 'I131_treatment_t' 'query_hypothyroid_f'
 'query_hypothyroid_t' 'lithium_f' 'tumor_f' 'TSH' 'T3' 'TT4_measured_f'
 'T4U_measured_f' 'TBG_measured_f' 'referral_source_other'
 'referral_source_STMW']","['on_thyroxine_f' 'on_antithyroid_medication_t' 'pregnant_f' 'tumor_t'
 'psych_f' 'T3_measured_f' 'T3' 'TT4' 'T4U_measured_t' 'FTI'
 'referral_source_SVI' 'referral_source_SVHD']","['age' 'on_antithyroid_medication_t' 'thyroid_surgery_t'
 'I131_treatment_f' 'I131_treatment_t' 'query_hypothyroid_f'
 'query_hypothyroid_t' 'lithium_f' 'tumor_f' 'TSH' 'T3' 'TT4_measured_f'
 'T4U_measured_f' 'TBG_measured_f' 'referral_source_other'
 'referral_source_STMW']","['on_thyroxine_f' 'on_antithyroid_medication_t' 'pregnant_f' 'tumor_t'
 'psych_f' 'T3_measured_f' 'T3' 'TT4' 'T4U_measured_t' 'FTI'
 'referral_source_SVI' 'referral_source_SVHD']"
mc1.csv,9466,39,1,1234,0.030089,0.026681,0.029882,0.025977,1.063157894736842,5.7894736842105265,6,6.0,1,1,0,4.0,5.0,5.0,5.0,4.4,"MLPClassifier(activation='logistic', alpha=1e-05, hidden_layer_sizes=1,
              max_iter=500, random_state=12345, solver='lbfgs')","MLPClassifier(activation='logistic', alpha=0.24410117937580925,
              hidden_layer_sizes=5, max_iter=500, random_state=12345,
              solver='lbfgs')",,,,,,,6,6,"['DECISION_COUNT' 'EDGE_COUNT' 'HALSTEAD_VOLUME' 'NUM_OPERANDS'
 'PERCENT_COMMENTS' 'LOC_TOTAL']","['LOC_BLANK' 'BRANCH_COUNT' 'LOC_CODE_AND_COMMENT' 'ESSENTIAL_DENSITY'
 'HALSTEAD_CONTENT' 'NUMBER_OF_LINES']","['DECISION_COUNT' 'EDGE_COUNT' 'HALSTEAD_VOLUME' 'NUM_OPERANDS'
 'PERCENT_COMMENTS' 'LOC_TOTAL']","['LOC_BLANK' 'BRANCH_COUNT' 'LOC_CODE_AND_COMMENT' 'ESSENTIAL_DENSITY'
 'HALSTEAD_CONTENT' 'NUMBER_OF_LINES']"
sick.csv,3772,53,1,1234,0.077545,0.066164,0.126926,0.09501,1.023076923076923,2.130769230769231,3,4.0,1,1,0,2.0,2.0,2.0,2.0,3.0,"MLPClassifier(activation='logistic', alpha=1e-05, hidden_layer_sizes=1,
              max_iter=500, random_state=12345, solver='lbfgs')","MLPClassifier(activation='logistic', alpha=1e-05, hidden_layer_sizes=2,
              max_iter=500, random_state=12345, solver='lbfgs')",,,,,,,3,4,['T3' 'FTI' 'TBG_measured_f'],['sick_t' 'query_hypothyroid_t' 'T3' 'TT4'],['T3' 'FTI' 'TBG_measured_f'],['sick_t' 'query_hypothyroid_t' 'T3' 'TT4']
dis.csv,3772,55,1,1234,0.080532,0.080531,0.077965,0.077965,99.9,99.9,33,14.0,9,0,0,0.0,11.0,0.0,0.0,0.0,"MLPClassifier(activation='logistic', alpha=2519.4401668881624,
              hidden_layer_sizes=9, max_iter=500, random_state=12345,
              solver='lbfgs')","MLPClassifier(activation='logistic', alpha=9879.287253210543,
              hidden_layer_sizes=11, max_iter=500, random_state=12345,
              solver='lbfgs')",,,,,,,0,0,[],[],"['age' 'sex_0' 'sex_1' 'on_thyroxine_1' 'query_on_thyroxine_0'
 'query_on_thyroxine_1' 'on_antithyroid_medication_0'
 'on_antithyroid_medication_1' 'sick_1' 'pregnant_1' 'thyroid_surgery_0'
 'thyroid_surgery_1' 'I131_treatment_0' 'query_hypothyroid_1'
 'query_hyperthyroid_0' 'query_hyperthyroid_1' 'lithium_1' 'goitre_0'
 'hypopituitary_0' 'hypopituitary_1' 'psych_1' 'TSH' 'T3' 'TT4_measured_0'
 'TT4_measured_1' 'T4U' 'FTI_measured_0' 'FTI_measured_1' 'TBG_measured_0'
 'referral_source_0' 'referral_source_2' 'referral_source_3'
 'referral_source_4']","['age' 'sex_0' 'thyroid_surgery_0' 'I131_treatment_0' 'I131_treatment_1'
 'goitre_0' 'tumor_1' 'hypopituitary_0' 'psych_0' 'TSH_measured_0' 'TSH'
 'T3_measured_1' 'TT4_measured_1' 'T4U']"
Satellite.csv,5100,37,2,2468,0.019072,0.021462,0.017155,0.027445,7.1388888888888875,1.0777777777777777,19,7.0,5,5,8,14.2,1.0,1.0,0.0,5.0,"MLPClassifier(activation='logistic', alpha=0.49887142423444764,
              hidden_layer_sizes=5, max_iter=500, random_state=12345,
              solver='lbfgs')","MLPClassifier(activation='logistic', alpha=1e-05, hidden_layer_sizes=1,
              max_iter=500, random_state=12345, solver='lbfgs')",,,,,,,19,7,"['V1' 'V2' 'V3' 'V4' 'V6' 'V8' 'V9' 'V10' 'V12' 'V14' 'V15' 'V16' 'V17'
 'V18' 'V21' 'V23' 'V26' 'V34' 'V35']",['V1' 'V12' 'V14' 'V18' 'V22' 'V23' 'V33'],"['V1' 'V2' 'V3' 'V4' 'V6' 'V8' 'V9' 'V10' 'V12' 'V14' 'V15' 'V16' 'V17'
 'V18' 'V21' 'V23' 'V26' 'V34' 'V35']",['V1' 'V12' 'V14' 'V18' 'V22' 'V23' 'V33']
mc1.csv,9466,39,2,2468,0.026185,0.027011,0.02866,0.031597,3.9631578947368418,4.631578947368421,17,6.0,3,3,6,12.666666666666666,4.0,4.0,5.0,4.5,"MLPClassifier(activation='logistic', alpha=0.5793033868373236,
              hidden_layer_sizes=3, max_iter=500, random_state=12345,
              solver='lbfgs')","MLPClassifier(activation='logistic', alpha=0.6748180181072315,
              hidden_layer_sizes=4, max_iter=500, random_state=12345,
              solver='lbfgs')",,,,,,,17,6,"['LOC_BLANK' 'BRANCH_COUNT' 'LOC_CODE_AND_COMMENT' 'LOC_COMMENTS'
 'CONDITION_COUNT' 'CYCLOMATIC_COMPLEXITY' 'CYCLOMATIC_DENSITY'
 'EDGE_COUNT' 'ESSENTIAL_COMPLEXITY' 'GLOBAL_DATA_DENSITY'
 'HALSTEAD_DIFFICULTY' 'HALSTEAD_LENGTH' 'HALSTEAD_LEVEL'
 'HALSTEAD_PROG_TIME' 'NORMALIZED_CYLOMATIC_COMPLEXITY' 'NUM_OPERATORS'
 'LOC_TOTAL']","['LOC_BLANK' 'LOC_CODE_AND_COMMENT' 'ESSENTIAL_DENSITY' 'NODE_COUNT'
 'NUM_OPERANDS' 'NUMBER_OF_LINES']","['LOC_BLANK' 'BRANCH_COUNT' 'LOC_CODE_AND_COMMENT' 'LOC_COMMENTS'
 'CONDITION_COUNT' 'CYCLOMATIC_COMPLEXITY' 'CYCLOMATIC_DENSITY'
 'EDGE_COUNT' 'ESSENTIAL_COMPLEXITY' 'GLOBAL_DATA_DENSITY'
 'HALSTEAD_DIFFICULTY' 'HALSTEAD_LENGTH' 'HALSTEAD_LEVEL'
 'HALSTEAD_PROG_TIME' 'NORMALIZED_CYLOMATIC_COMPLEXITY' 'NUM_OPERATORS'
 'LOC_TOTAL']","['LOC_BLANK' 'LOC_CODE_AND_COMMENT' 'ESSENTIAL_DENSITY' 'NODE_COUNT'
 'NUM_OPERANDS' 'NUMBER_OF_LINES']"
