dataset,nrows,ncols,run,seed,i_5CV_logloss,p_5CV_logloss,i_TST_logloss,p_TST_logloss,i_geo_complexity,p_geo_complexity,i_nfs_complexity,p_nfs_complexity,i_H_total,i_H_active,i_C_inconsistentes,i_k_promedio_activas,p_H_total,p_H_active,p_C_inconsistentes,p_k_promedio_activas,i_best_model,p_best_model,i_d,p_d,i_l,p_l,i_f,p_f,i_tree_nfs,p_tree_nfs,i_tree_used_fs,p_tree_used_fs,i_selected_fs,p_selected_fs
kc1.csv,2109,22,0,0,0.343824,0.344915,0.353209,0.351634,1.1333333333333333,2.1904761904761907,7,2.0,1,1,0,5.0,2,2,1,1.5,"MLPClassifier(activation='logistic', alpha=0.0025242911341504526,
              hidden_layer_sizes=1, max_iter=500, random_state=12345,
              solver='lbfgs')","MLPClassifier(activation='logistic', alpha=1e-05, hidden_layer_sizes=2,
              max_iter=500, random_state=12345, solver='lbfgs')",,,,,,,7,2,['v(g)' 'l' 'd' 'i' 'b' 'locCodeAndComment' 'total_Op'],['lOCode' 'total_Opnd'],['v(g)' 'l' 'd' 'i' 'b' 'locCodeAndComment' 'total_Op'],['lOCode' 'total_Opnd']
churn.csv,5000,34,0,0,0.218568,0.158984,0.198934,0.127183,2.6545454545454548,9.333333333333332,18,11.0,2,2,4,13.5,7,7,11,8.285714285714286,"MLPClassifier(activation='logistic', alpha=1e-05, hidden_layer_sizes=2,
              max_iter=500, random_state=12345, solver='lbfgs')","MLPClassifier(activation='logistic', alpha=0.3062665039262662,
              hidden_layer_sizes=7, max_iter=500, random_state=12345,
              solver='lbfgs')",,,,,,,18,11,"['state' 'account_length' 'area_code_415' 'area_code_510'
 'international_plan_1' 'voice_mail_plan_1' 'total_day_calls'
 'total_day_charge' 'total_eve_minutes' 'total_eve_charge'
 'total_night_charge' 'total_intl_minutes' 'total_intl_charge'
 'number_customer_service_calls_4' 'number_customer_service_calls_5'
 'number_customer_service_calls_6' 'number_customer_service_calls_7'
 'number_customer_service_calls_9']","['international_plan_1' 'voice_mail_plan_1' 'number_vmail_messages'
 'total_day_charge' 'total_eve_charge' 'total_night_minutes'
 'total_intl_minutes' 'total_intl_calls' 'number_customer_service_calls_4'
 'number_customer_service_calls_5' 'number_customer_service_calls_6']","['state' 'account_length' 'area_code_415' 'area_code_510'
 'international_plan_1' 'voice_mail_plan_1' 'total_day_calls'
 'total_day_charge' 'total_eve_minutes' 'total_eve_charge'
 'total_night_charge' 'total_intl_minutes' 'total_intl_charge'
 'number_customer_service_calls_4' 'number_customer_service_calls_5'
 'number_customer_service_calls_6' 'number_customer_service_calls_7'
 'number_customer_service_calls_9']","['international_plan_1' 'voice_mail_plan_1' 'number_vmail_messages'
 'total_day_charge' 'total_eve_charge' 'total_night_minutes'
 'total_intl_minutes' 'total_intl_calls' 'number_customer_service_calls_4'
 'number_customer_service_calls_5' 'number_customer_service_calls_6']"
kc1.csv,2109,22,1,1234,0.347575,0.34725,0.356916,0.346203,1.0952380952380953,2.1714285714285713,5,3.0,1,1,0,4.0,2,2,1,2.0,"MLPClassifier(activation='logistic', alpha=1e-05, hidden_layer_sizes=1,
              max_iter=500, random_state=12345, solver='lbfgs')","MLPClassifier(activation='logistic', alpha=1e-05, hidden_layer_sizes=2,
              max_iter=500, random_state=12345, solver='lbfgs')",,,,,,,5,3,['v(g)' 'd' 'lOBlank' 'locCodeAndComment' 'uniq_Opnd'],['lOCode' 'uniq_Opnd' 'total_Opnd'],['v(g)' 'd' 'lOBlank' 'locCodeAndComment' 'uniq_Opnd'],['lOCode' 'uniq_Opnd' 'total_Opnd']
Contaminant.csv,2400,31,0,0,0.152484,0.226111,0.187499,0.252084,26.5,2.813333333333333,23,20.0,15,15,23,17.266666666666666,2,2,5,15.0,"MLPClassifier(activation='logistic', alpha=0.24957332447873837,
              hidden_layer_sizes=15, max_iter=500, random_state=12345,
              solver='lbfgs')","MLPClassifier(activation='logistic', alpha=1e-05, hidden_layer_sizes=2,
              max_iter=500, random_state=12345, solver='lbfgs')",,,,,,,23,20,"['s12' 's13' 's15' 's21' 's23' 's24' 's31' 's32' 's35' 's36' 's41' 's42'
 's45' 's46' 's51' 's52' 's54' 's56' 's61' 's62' 's63' 's64' 's65']","['s12' 's13' 's14' 's15' 's16' 's21' 's23' 's25' 's32' 's34' 's35' 's36'
 's42' 's45' 's51' 's54' 's56' 's61' 's63' 's65']","['s12' 's13' 's15' 's21' 's23' 's24' 's31' 's32' 's35' 's36' 's41' 's42'
 's45' 's46' 's51' 's52' 's54' 's56' 's61' 's62' 's63' 's64' 's65']","['s12' 's13' 's14' 's15' 's16' 's21' 's23' 's25' 's32' 's34' 's35' 's36'
 's42' 's45' 's51' 's54' 's56' 's61' 's63' 's65']"
Contaminant.csv,2400,31,1,1234,0.290184,0.158953,0.328119,0.169344,1.2266666666666666,26.2,17,23.0,1,1,0,13.0,15,15,20,17.266666666666666,"MLPClassifier(activation='logistic', alpha=1e-05, hidden_layer_sizes=1,
              max_iter=500, random_state=12345, solver='lbfgs')","MLPClassifier(activation='logistic', alpha=0.38101397161616407,
              hidden_layer_sizes=15, max_iter=500, random_state=12345,
              solver='lbfgs')",,,,,,,17,23,"['s12' 's14' 's15' 's21' 's23' 's25' 's32' 's36' 's42' 's43' 's46' 's51'
 's52' 's56' 's61' 's62' 's63']","['s12' 's13' 's14' 's15' 's21' 's23' 's25' 's26' 's31' 's34' 's36' 's41'
 's42' 's43' 's45' 's46' 's51' 's54' 's56' 's61' 's62' 's64' 's65']","['s12' 's14' 's15' 's21' 's23' 's25' 's32' 's36' 's42' 's43' 's46' 's51'
 's52' 's56' 's61' 's62' 's63']","['s12' 's13' 's14' 's15' 's21' 's23' 's25' 's26' 's31' 's34' 's36' 's41'
 's42' 's43' 's45' 's46' 's51' 's54' 's56' 's61' 's62' 's64' 's65']"
churn.csv,5000,34,1,1234,0.139821,0.160686,0.155233,0.1469,9.745454545454546,16.50909090909091,13,13.0,7,7,13,9.571428571428571,12,12,12,9.75,"MLPClassifier(activation='logistic', alpha=0.23582290040533782,
              hidden_layer_sizes=7, max_iter=500, random_state=12345,
              solver='lbfgs')","MLPClassifier(activation='logistic', alpha=1.0854586085425908,
              hidden_layer_sizes=12, max_iter=500, random_state=12345,
              solver='lbfgs')",,,,,,,13,13,"['international_plan_0' 'international_plan_1' 'voice_mail_plan_1'
 'total_day_minutes' 'total_eve_charge' 'total_night_minutes'
 'total_night_charge' 'total_intl_calls' 'total_intl_charge'
 'number_customer_service_calls_4' 'number_customer_service_calls_5'
 'number_customer_service_calls_6' 'number_customer_service_calls_7']","['international_plan_0' 'voice_mail_plan_1' 'total_day_minutes'
 'total_day_charge' 'total_eve_minutes' 'total_eve_charge'
 'total_night_charge' 'total_intl_minutes' 'total_intl_calls'
 'number_customer_service_calls_4' 'number_customer_service_calls_5'
 'number_customer_service_calls_6' 'number_customer_service_calls_9']","['international_plan_0' 'international_plan_1' 'voice_mail_plan_1'
 'total_day_minutes' 'total_eve_charge' 'total_night_minutes'
 'total_night_charge' 'total_intl_calls' 'total_intl_charge'
 'number_customer_service_calls_4' 'number_customer_service_calls_5'
 'number_customer_service_calls_6' 'number_customer_service_calls_7']","['international_plan_0' 'voice_mail_plan_1' 'total_day_minutes'
 'total_day_charge' 'total_eve_minutes' 'total_eve_charge'
 'total_night_charge' 'total_intl_minutes' 'total_intl_calls'
 'number_customer_service_calls_4' 'number_customer_service_calls_5'
 'number_customer_service_calls_6' 'number_customer_service_calls_9']"
kc1.csv,2109,22,2,2468,0.355658,0.355385,0.348465,0.348094,1.1333333333333333,1.1142857142857143,7,6.0,1,1,0,5.0,1,1,0,4.0,"MLPClassifier(activation='logistic', alpha=1e-05, hidden_layer_sizes=1,
              max_iter=500, random_state=12345, solver='lbfgs')","MLPClassifier(activation='logistic', alpha=1e-05, hidden_layer_sizes=1,
              max_iter=500, random_state=12345, solver='lbfgs')",,,,,,,7,6,['loc' 'v(g)' 'n' 'd' 'i' 'lOCode' 'locCodeAndComment'],['loc' 'd' 'i' 'lOCode' 'locCodeAndComment' 'total_Op'],['loc' 'v(g)' 'n' 'd' 'i' 'lOCode' 'locCodeAndComment'],['loc' 'd' 'i' 'lOCode' 'locCodeAndComment' 'total_Op']
ringnorm.csv,7400,21,0,0,0.15173,0.21731,0.153641,0.204382,27.0,16.48,16,10.0,15,15,16,12.0,12,11,10,7.454545454545454,"MLPClassifier(activation='logistic', alpha=0.8280130366095824,
              hidden_layer_sizes=15, max_iter=500, random_state=12345,
              solver='lbfgs')","MLPClassifier(activation='logistic', alpha=1e-05, hidden_layer_sizes=12,
              max_iter=500, random_state=12345, solver='lbfgs')",,,,,,,16,10,"['V1' 'V2' 'V3' 'V4' 'V5' 'V6' 'V7' 'V8' 'V9' 'V12' 'V13' 'V15' 'V16'
 'V17' 'V18' 'V20']",['V1' 'V3' 'V4' 'V7' 'V8' 'V13' 'V15' 'V18' 'V19' 'V20'],"['V1' 'V2' 'V3' 'V4' 'V5' 'V6' 'V7' 'V8' 'V9' 'V12' 'V13' 'V15' 'V16'
 'V17' 'V18' 'V20']",['V1' 'V3' 'V4' 'V7' 'V8' 'V13' 'V15' 'V18' 'V19' 'V20']
churn.csv,5000,34,2,2468,0.212188,0.200153,0.20288,0.203306,2.6666666666666665,3.963636363636364,20,13.0,2,2,4,15.0,3,3,8,9.666666666666666,"MLPClassifier(activation='logistic', alpha=1e-05, hidden_layer_sizes=2,
              max_iter=500, random_state=12345, solver='lbfgs')","MLPClassifier(activation='logistic', alpha=1e-05, hidden_layer_sizes=3,
              max_iter=500, random_state=12345, solver='lbfgs')",,,,,,,20,13,"['state' 'account_length' 'area_code_415' 'international_plan_0'
 'international_plan_1' 'voice_mail_plan_0' 'voice_mail_plan_1'
 'total_day_minutes' 'total_day_charge' 'total_eve_minutes'
 'total_night_minutes' 'total_night_charge' 'total_intl_minutes'
 'total_intl_charge' 'number_customer_service_calls_0'
 'number_customer_service_calls_1' 'number_customer_service_calls_2'
 'number_customer_service_calls_3' 'number_customer_service_calls_8'
 'number_customer_service_calls_9']","['state' 'account_length' 'international_plan_1' 'voice_mail_plan_0'
 'voice_mail_plan_1' 'total_day_minutes' 'total_eve_charge'
 'total_night_minutes' 'number_customer_service_calls_4'
 'number_customer_service_calls_5' 'number_customer_service_calls_6'
 'number_customer_service_calls_7' 'number_customer_service_calls_9']","['state' 'account_length' 'area_code_415' 'international_plan_0'
 'international_plan_1' 'voice_mail_plan_0' 'voice_mail_plan_1'
 'total_day_minutes' 'total_day_charge' 'total_eve_minutes'
 'total_night_minutes' 'total_night_charge' 'total_intl_minutes'
 'total_intl_charge' 'number_customer_service_calls_0'
 'number_customer_service_calls_1' 'number_customer_service_calls_2'
 'number_customer_service_calls_3' 'number_customer_service_calls_8'
 'number_customer_service_calls_9']","['state' 'account_length' 'international_plan_1' 'voice_mail_plan_0'
 'voice_mail_plan_1' 'total_day_minutes' 'total_eve_charge'
 'total_night_minutes' 'number_customer_service_calls_4'
 'number_customer_service_calls_5' 'number_customer_service_calls_6'
 'number_customer_service_calls_7' 'number_customer_service_calls_9']"
Contaminant.csv,2400,31,2,2468,0.178834,0.167903,0.165362,0.1417,17.333333333333336,24.92,22,24.0,10,10,20,16.5,14,14,22,18.0,"MLPClassifier(activation='logistic', alpha=0.4397019012394412,
              hidden_layer_sizes=10, max_iter=500, random_state=12345,
              solver='lbfgs')","MLPClassifier(activation='logistic', alpha=0.4238857881941312,
              hidden_layer_sizes=14, max_iter=500, random_state=12345,
              solver='lbfgs')",,,,,,,22,24,"['s12' 's13' 's14' 's15' 's21' 's23' 's25' 's34' 's35' 's36' 's41' 's42'
 's45' 's51' 's52' 's53' 's54' 's56' 's61' 's63' 's64' 's65']","['s12' 's13' 's14' 's15' 's21' 's23' 's25' 's31' 's34' 's36' 's41' 's42'
 's45' 's46' 's51' 's52' 's53' 's54' 's56' 's61' 's62' 's63' 's64' 's65']","['s12' 's13' 's14' 's15' 's21' 's23' 's25' 's34' 's35' 's36' 's41' 's42'
 's45' 's51' 's52' 's53' 's54' 's56' 's61' 's63' 's64' 's65']","['s12' 's13' 's14' 's15' 's21' 's23' 's25' 's31' 's34' 's36' 's41' 's42'
 's45' 's46' 's51' 's52' 's53' 's54' 's56' 's61' 's62' 's63' 's64' 's65']"
kc1.csv,2109,22,3,3702,0.347329,0.344996,0.337222,0.337677,99.9,10.057142857142857,8,6.0,1,0,0,0.0,10,8,4,4.5,"MLPClassifier(activation='logistic', alpha=1e-05, hidden_layer_sizes=1,
              max_iter=500, random_state=12345, solver='lbfgs')","MLPClassifier(activation='logistic', alpha=0.6436862563490477,
              hidden_layer_sizes=10, max_iter=500, random_state=12345,
              solver='lbfgs')",,,,,,,8,6,['loc' 'd' 'i' 'b' 'lOCode' 'locCodeAndComment' 'total_Op' 'branchCount'],['loc' 'd' 'b' 'lOCode' 'locCodeAndComment' 'branchCount'],['loc' 'd' 'i' 'b' 'lOCode' 'locCodeAndComment' 'total_Op' 'branchCount'],['loc' 'd' 'b' 'lOCode' 'locCodeAndComment' 'branchCount']
ringnorm.csv,7400,21,1,1234,0.213778,0.216359,0.240887,0.249843,16.5,15.0,10,10.0,11,11,10,7.454545454545454,10,10,10,7.5,"MLPClassifier(activation='logistic', alpha=1e-05, hidden_layer_sizes=11,
              max_iter=500, random_state=12345, solver='lbfgs')","MLPClassifier(activation='logistic', alpha=1e-05, hidden_layer_sizes=10,
              max_iter=500, random_state=12345, solver='lbfgs')",,,,,,,10,10,['V1' 'V2' 'V5' 'V7' 'V9' 'V12' 'V13' 'V15' 'V18' 'V20'],['V1' 'V2' 'V4' 'V5' 'V9' 'V10' 'V13' 'V15' 'V18' 'V20'],['V1' 'V2' 'V5' 'V7' 'V9' 'V12' 'V13' 'V15' 'V18' 'V20'],['V1' 'V2' 'V4' 'V5' 'V9' 'V10' 'V13' 'V15' 'V18' 'V20']
churn.csv,5000,34,3,3702,0.211256,0.205516,0.196091,0.197877,2.703030303030303,3.9818181818181824,20,12.0,2,2,4,15.0,3,3,8,9.0,"MLPClassifier(activation='logistic', alpha=1e-05, hidden_layer_sizes=2,
              max_iter=500, random_state=12345, solver='lbfgs')","MLPClassifier(activation='logistic', alpha=1e-05, hidden_layer_sizes=3,
              max_iter=500, random_state=12345, solver='lbfgs')",,,,,,,20,12,"['account_length' 'area_code_408' 'area_code_415' 'area_code_510'
 'international_plan_0' 'international_plan_1' 'voice_mail_plan_1'
 'total_day_minutes' 'total_day_calls' 'total_day_charge'
 'total_eve_minutes' 'total_eve_calls' 'total_night_minutes'
 'total_intl_charge' 'number_customer_service_calls_0'
 'number_customer_service_calls_1' 'number_customer_service_calls_2'
 'number_customer_service_calls_3' 'number_customer_service_calls_6'
 'number_customer_service_calls_9']","['international_plan_1' 'number_vmail_messages' 'total_day_minutes'
 'total_eve_calls' 'total_eve_charge' 'total_night_minutes'
 'total_intl_minutes' 'number_customer_service_calls_4'
 'number_customer_service_calls_5' 'number_customer_service_calls_6'
 'number_customer_service_calls_7' 'number_customer_service_calls_8']","['account_length' 'area_code_408' 'area_code_415' 'area_code_510'
 'international_plan_0' 'international_plan_1' 'voice_mail_plan_1'
 'total_day_minutes' 'total_day_calls' 'total_day_charge'
 'total_eve_minutes' 'total_eve_calls' 'total_night_minutes'
 'total_intl_charge' 'number_customer_service_calls_0'
 'number_customer_service_calls_1' 'number_customer_service_calls_2'
 'number_customer_service_calls_3' 'number_customer_service_calls_6'
 'number_customer_service_calls_9']","['international_plan_1' 'number_vmail_messages' 'total_day_minutes'
 'total_eve_calls' 'total_eve_charge' 'total_night_minutes'
 'total_intl_minutes' 'number_customer_service_calls_4'
 'number_customer_service_calls_5' 'number_customer_service_calls_6'
 'number_customer_service_calls_7' 'number_customer_service_calls_8']"
ringnorm.csv,7400,21,2,2468,0.142775,0.210159,0.16571,0.21205,27.75,16.5,17,10.0,15,15,17,12.733333333333333,11,11,10,7.454545454545454,"MLPClassifier(activation='logistic', alpha=1.2783339351959968,
              hidden_layer_sizes=15, max_iter=500, random_state=12345,
              solver='lbfgs')","MLPClassifier(activation='logistic', alpha=1e-05, hidden_layer_sizes=11,
              max_iter=500, random_state=12345, solver='lbfgs')",,,,,,,17,10,"['V1' 'V2' 'V3' 'V5' 'V6' 'V7' 'V9' 'V10' 'V11' 'V12' 'V13' 'V14' 'V15'
 'V17' 'V18' 'V19' 'V20']",['V1' 'V2' 'V4' 'V6' 'V7' 'V9' 'V13' 'V15' 'V18' 'V19'],"['V1' 'V2' 'V3' 'V5' 'V6' 'V7' 'V9' 'V10' 'V11' 'V12' 'V13' 'V14' 'V15'
 'V17' 'V18' 'V19' 'V20']",['V1' 'V2' 'V4' 'V6' 'V7' 'V9' 'V13' 'V15' 'V18' 'V19']
Contaminant.csv,2400,31,3,3702,0.240511,0.239736,0.288532,0.251377,2.6799999999999997,3.013333333333333,15,20.0,2,2,5,11.0,2,2,6,15.0,"MLPClassifier(activation='logistic', alpha=1e-05, hidden_layer_sizes=2,
              max_iter=500, random_state=12345, solver='lbfgs')","MLPClassifier(activation='logistic', alpha=1e-05, hidden_layer_sizes=2,
              max_iter=500, random_state=12345, solver='lbfgs')",,,,,,,15,20,"['s12' 's14' 's15' 's23' 's31' 's32' 's35' 's36' 's42' 's45' 's51' 's56'
 's61' 's62' 's65']","['s12' 's14' 's15' 's21' 's23' 's24' 's31' 's32' 's34' 's35' 's42' 's45'
 's51' 's52' 's56' 's61' 's62' 's63' 's64' 's65']","['s12' 's14' 's15' 's23' 's31' 's32' 's35' 's36' 's42' 's45' 's51' 's56'
 's61' 's62' 's65']","['s12' 's14' 's15' 's21' 's23' 's24' 's31' 's32' 's34' 's35' 's42' 's45'
 's51' 's52' 's56' 's61' 's62' 's63' 's64' 's65']"
kc1.csv,2109,22,4,4936,0.348309,0.346106,0.342136,0.343679,1.1142857142857143,11.571428571428573,6,6.0,1,1,0,4.0,10,9,6,4.444444444444445,"MLPClassifier(activation='logistic', alpha=0.05137652472297201,
              hidden_layer_sizes=1, max_iter=500, random_state=12345,
              solver='lbfgs')","MLPClassifier(activation='logistic', alpha=0.7691004977837708,
              hidden_layer_sizes=10, max_iter=500, random_state=12345,
              solver='lbfgs')",,,,,,,6,6,['l' 'd' 'i' 'b' 'locCodeAndComment' 'total_Op'],['loc' 'd' 'i' 'lOComment' 'lOBlank' 'locCodeAndComment'],['l' 'd' 'i' 'b' 'locCodeAndComment' 'total_Op'],['loc' 'd' 'i' 'lOComment' 'lOBlank' 'locCodeAndComment']
Contaminant.csv,2400,31,4,4936,0.303194,0.181267,0.269597,0.160854,1.28,22.866666666666667,21,19.0,1,1,0,16.0,14,14,19,14.214285714285714,"MLPClassifier(activation='logistic', alpha=1e-05, hidden_layer_sizes=1,
              max_iter=500, random_state=12345, solver='lbfgs')","MLPClassifier(activation='logistic', alpha=0.541739946600627,
              hidden_layer_sizes=14, max_iter=500, random_state=12345,
              solver='lbfgs')",,,,,,,21,19,"['s12' 's14' 's15' 's21' 's23' 's25' 's32' 's34' 's35' 's36' 's42' 's43'
 's45' 's46' 's51' 's52' 's53' 's56' 's61' 's62' 's63']","['s12' 's13' 's14' 's15' 's21' 's31' 's35' 's36' 's41' 's42' 's43' 's45'
 's46' 's51' 's54' 's56' 's61' 's62' 's64']","['s12' 's14' 's15' 's21' 's23' 's25' 's32' 's34' 's35' 's36' 's42' 's43'
 's45' 's46' 's51' 's52' 's53' 's56' 's61' 's62' 's63']","['s12' 's13' 's14' 's15' 's21' 's31' 's35' 's36' 's41' 's42' 's43' 's45'
 's46' 's51' 's54' 's56' 's61' 's62' 's64']"
ringnorm.csv,7400,21,3,3702,0.151189,0.151714,0.152381,0.162235,27.0,26.25,16,15.0,15,15,16,12.0,15,15,15,11.266666666666667,"MLPClassifier(activation='logistic', alpha=1.2426418104441967,
              hidden_layer_sizes=15, max_iter=500, random_state=12345,
              solver='lbfgs')","MLPClassifier(activation='logistic', alpha=1.2287241833671765,
              hidden_layer_sizes=15, max_iter=500, random_state=12345,
              solver='lbfgs')",,,,,,,16,15,"['V1' 'V2' 'V3' 'V4' 'V5' 'V7' 'V8' 'V9' 'V10' 'V11' 'V12' 'V13' 'V14'
 'V15' 'V18' 'V19']","['V1' 'V2' 'V3' 'V4' 'V8' 'V9' 'V10' 'V13' 'V14' 'V15' 'V16' 'V17' 'V18'
 'V19' 'V20']","['V1' 'V2' 'V3' 'V4' 'V5' 'V7' 'V8' 'V9' 'V10' 'V11' 'V12' 'V13' 'V14'
 'V15' 'V18' 'V19']","['V1' 'V2' 'V3' 'V4' 'V8' 'V9' 'V10' 'V13' 'V14' 'V15' 'V16' 'V17' 'V18'
 'V19' 'V20']"
churn.csv,5000,34,4,4936,0.153681,0.155363,0.148222,0.158342,8.727272727272727,16.278787878787877,15,13.0,6,6,12,11.166666666666666,13,12,11,9.666666666666666,"MLPClassifier(activation='logistic', alpha=0.3110755034657945,
              hidden_layer_sizes=6, max_iter=500, random_state=12345,
              solver='lbfgs')","MLPClassifier(activation='logistic', alpha=1.2692181129609905,
              hidden_layer_sizes=13, max_iter=500, random_state=12345,
              solver='lbfgs')",,,,,,,15,13,"['phone_number' 'international_plan_0' 'voice_mail_plan_0'
 'total_day_minutes' 'total_day_charge' 'total_eve_charge'
 'total_night_minutes' 'total_night_charge' 'total_intl_minutes'
 'total_intl_calls' 'number_customer_service_calls_4'
 'number_customer_service_calls_5' 'number_customer_service_calls_6'
 'number_customer_service_calls_8' 'number_customer_service_calls_9']","['international_plan_0' 'voice_mail_plan_0' 'total_day_minutes'
 'total_eve_charge' 'total_night_minutes' 'total_intl_minutes'
 'total_intl_calls' 'number_customer_service_calls_4'
 'number_customer_service_calls_5' 'number_customer_service_calls_6'
 'number_customer_service_calls_7' 'number_customer_service_calls_8'
 'number_customer_service_calls_9']","['phone_number' 'international_plan_0' 'voice_mail_plan_0'
 'total_day_minutes' 'total_day_charge' 'total_eve_charge'
 'total_night_minutes' 'total_night_charge' 'total_intl_minutes'
 'total_intl_calls' 'number_customer_service_calls_4'
 'number_customer_service_calls_5' 'number_customer_service_calls_6'
 'number_customer_service_calls_8' 'number_customer_service_calls_9']","['international_plan_0' 'voice_mail_plan_0' 'total_day_minutes'
 'total_eve_charge' 'total_night_minutes' 'total_intl_minutes'
 'total_intl_calls' 'number_customer_service_calls_4'
 'number_customer_service_calls_5' 'number_customer_service_calls_6'
 'number_customer_service_calls_7' 'number_customer_service_calls_8'
 'number_customer_service_calls_9']"
kc1.csv,2109,22,5,6170,0.343021,0.340898,0.352856,0.364941,1.1714285714285715,9.904761904761905,9,5.0,1,1,0,7.0,8,8,5,3.75,"MLPClassifier(activation='logistic', alpha=0.009969079956177747,
              hidden_layer_sizes=1, max_iter=500, random_state=12345,
              solver='lbfgs')","MLPClassifier(activation='logistic', alpha=0.2520545962619368,
              hidden_layer_sizes=8, max_iter=500, random_state=12345,
              solver='lbfgs')",,,,,,,9,5,['loc' 'v(g)' 'l' 'd' 'i' 'b' 'locCodeAndComment' 'total_Op' 'branchCount'],['loc' 'v(g)' 'iv(g)' 'lOCode' 'total_Opnd'],['loc' 'v(g)' 'l' 'd' 'i' 'b' 'locCodeAndComment' 'total_Op' 'branchCount'],['loc' 'v(g)' 'iv(g)' 'lOCode' 'total_Opnd']
churn.csv,5000,34,5,6170,0.195541,0.194916,0.223378,0.201501,4.309090909090909,2.5939393939393938,15,11.0,3,3,9,11.333333333333334,2,2,6,8.0,"MLPClassifier(activation='logistic', alpha=1e-05, hidden_layer_sizes=3,
              max_iter=500, random_state=12345, solver='lbfgs')","MLPClassifier(activation='logistic', alpha=1e-05, hidden_layer_sizes=2,
              max_iter=500, random_state=12345, solver='lbfgs')",,,,,,,15,11,"['state' 'area_code_415' 'area_code_510' 'international_plan_0'
 'international_plan_1' 'voice_mail_plan_0' 'total_day_charge'
 'total_eve_minutes' 'total_eve_charge' 'total_night_minutes'
 'number_customer_service_calls_4' 'number_customer_service_calls_5'
 'number_customer_service_calls_6' 'number_customer_service_calls_8'
 'number_customer_service_calls_9']","['state' 'international_plan_0' 'voice_mail_plan_0' 'total_day_minutes'
 'total_eve_minutes' 'total_night_minutes' 'total_intl_minutes'
 'total_intl_charge' 'number_customer_service_calls_4'
 'number_customer_service_calls_5' 'number_customer_service_calls_6']","['state' 'area_code_415' 'area_code_510' 'international_plan_0'
 'international_plan_1' 'voice_mail_plan_0' 'total_day_charge'
 'total_eve_minutes' 'total_eve_charge' 'total_night_minutes'
 'number_customer_service_calls_4' 'number_customer_service_calls_5'
 'number_customer_service_calls_6' 'number_customer_service_calls_8'
 'number_customer_service_calls_9']","['state' 'international_plan_0' 'voice_mail_plan_0' 'total_day_minutes'
 'total_eve_minutes' 'total_night_minutes' 'total_intl_minutes'
 'total_intl_charge' 'number_customer_service_calls_4'
 'number_customer_service_calls_5' 'number_customer_service_calls_6']"
Contaminant.csv,2400,31,5,6170,0.229901,0.16423,0.297086,0.161032,2.96,23.52,18,21.0,2,2,9,13.5,14,14,19,15.714285714285714,"MLPClassifier(activation='logistic', alpha=1e-05, hidden_layer_sizes=2,
              max_iter=500, random_state=12345, solver='lbfgs')","MLPClassifier(activation='logistic', alpha=0.44830019869362003,
              hidden_layer_sizes=14, max_iter=500, random_state=12345,
              solver='lbfgs')",,,,,,,18,21,"['s12' 's13' 's14' 's15' 's16' 's21' 's23' 's24' 's31' 's35' 's46' 's51'
 's52' 's53' 's56' 's61' 's63' 's65']","['s12' 's13' 's15' 's21' 's23' 's25' 's31' 's35' 's36' 's41' 's42' 's43'
 's45' 's46' 's51' 's53' 's54' 's56' 's61' 's64' 's65']","['s12' 's13' 's14' 's15' 's16' 's21' 's23' 's24' 's31' 's35' 's46' 's51'
 's52' 's53' 's56' 's61' 's63' 's65']","['s12' 's13' 's15' 's21' 's23' 's25' 's31' 's35' 's36' 's41' 's42' 's43'
 's45' 's46' 's51' 's53' 's54' 's56' 's61' 's64' 's65']"
