dataset,nrows,ncols,run,seed,i_5CV_logloss,p_5CV_logloss,i_TST_logloss,p_TST_logloss,i_geo_complexity,p_geo_complexity,i_nfs_complexity,p_nfs_complexity,i_H_total,i_H_active,i_C_inconsistentes,i_k_promedio_activas,p_H_total,p_H_active,p_C_inconsistentes,p_k_promedio_activas,i_best_model,p_best_model,i_d,p_d,i_l,p_l,i_f,p_f,i_tree_nfs,p_tree_nfs,i_tree_used_fs,p_tree_used_fs,i_selected_fs,p_selected_fs
coil2000.csv,9822,86,0,0,0.203359,0.20218,0.207401,0.208219,1.0847058823529412,2.1647058823529415,18,10.0,1,1,0,13.0,2,2,1,7.5,"MLPClassifier(activation='logistic', alpha=2.7683330654297897,
              hidden_layer_sizes=1, max_iter=500, random_state=12345,
              solver='lbfgs')","MLPClassifier(activation='logistic', alpha=0.15885594972854725,
              hidden_layer_sizes=2, max_iter=500, random_state=12345,
              solver='lbfgs')",,,,,,,18,10,"['MOSTYPE' 'MGODGE' 'MRELSA' 'MOPLHOOG' 'MBERHOOG' 'MBERBOER' 'MBERARBO'
 'MINK3045' 'MKOOPKLA' 'PWAPART' 'PWALAND' 'PPERSAUT' 'PWERKT' 'PGEZONG'
 'PBRAND' 'AAANHANG' 'APLEZIER' 'ABYSTAND']","['MOSTYPE' 'MSKB1' 'MKOOPKLA' 'PWALAND' 'PPERSAUT' 'PWERKT' 'PBRAND'
 'ABRAND' 'APLEZIER' 'ABYSTAND']","['MOSTYPE' 'MGODGE' 'MRELSA' 'MOPLHOOG' 'MBERHOOG' 'MBERBOER' 'MBERARBO'
 'MINK3045' 'MKOOPKLA' 'PWAPART' 'PWALAND' 'PPERSAUT' 'PWERKT' 'PGEZONG'
 'PBRAND' 'AAANHANG' 'APLEZIER' 'ABYSTAND']","['MOSTYPE' 'MSKB1' 'MKOOPKLA' 'PWALAND' 'PPERSAUT' 'PWERKT' 'PBRAND'
 'ABRAND' 'APLEZIER' 'ABYSTAND']"
mushroom.csv,8124,126,0,0,2.1e-05,9.7e-05,2.1e-05,0.000107,1.1056,12.756800000000002,33,20.0,1,1,0,25.0,11,11,18,14.909090909090908,"MLPClassifier(activation='logistic', alpha=1e-05, hidden_layer_sizes=1,
              max_iter=500, random_state=12345, solver='lbfgs')","MLPClassifier(activation='logistic', alpha=0.010753042255549962,
              hidden_layer_sizes=11, max_iter=500, random_state=12345,
              solver='lbfgs')",,,,,,,33,20,"['cap-shape_c' 'cap-shape_f' 'cap-shape_s' 'cap-shape_x' 'cap-surface_f'
 'cap-color_b' 'cap-color_n' 'bruises%3F_f' 'odor_a' 'odor_f' 'odor_l'
 'odor_s' 'gill-attachment_n' 'gill-spacing_d' 'gill-size_b'
 'stalk-surface-above-ring_f' 'stalk-surface-below-ring_f'
 'stalk-surface-below-ring_y' 'stalk-color-above-ring_c'
 'stalk-color-above-ring_g' 'stalk-color-below-ring_c'
 'stalk-color-below-ring_n' 'stalk-color-below-ring_o'
 'stalk-color-below-ring_p' 'veil-color_o' 'veil-color_y' 'ring-number_n'
 'ring-type_f' 'ring-type_s' 'spore-print-color_o' 'spore-print-color_r'
 'population_s' 'habitat_u']","['cap-shape_b' 'cap-shape_c' 'odor_a' 'odor_l' 'odor_n' 'odor_s'
 'gill-attachment_a' 'gill-spacing_d' 'gill-size_b' 'stalk-shape_e'
 'stalk-surface-above-ring_k' 'stalk-surface-above-ring_s'
 'stalk-color-above-ring_p' 'stalk-color-below-ring_o' 'ring-number_o'
 'spore-print-color_r' 'population_c' 'habitat_g' 'habitat_m' 'habitat_w']","['cap-shape_c' 'cap-shape_f' 'cap-shape_s' 'cap-shape_x' 'cap-surface_f'
 'cap-color_b' 'cap-color_n' 'bruises%3F_f' 'odor_a' 'odor_f' 'odor_l'
 'odor_s' 'gill-attachment_n' 'gill-spacing_d' 'gill-size_b'
 'stalk-surface-above-ring_f' 'stalk-surface-below-ring_f'
 'stalk-surface-below-ring_y' 'stalk-color-above-ring_c'
 'stalk-color-above-ring_g' 'stalk-color-below-ring_c'
 'stalk-color-below-ring_n' 'stalk-color-below-ring_o'
 'stalk-color-below-ring_p' 'veil-color_o' 'veil-color_y' 'ring-number_n'
 'ring-type_f' 'ring-type_s' 'spore-print-color_o' 'spore-print-color_r'
 'population_s' 'habitat_u']","['cap-shape_b' 'cap-shape_c' 'odor_a' 'odor_l' 'odor_n' 'odor_s'
 'gill-attachment_a' 'gill-spacing_d' 'gill-size_b' 'stalk-shape_e'
 'stalk-surface-above-ring_k' 'stalk-surface-above-ring_s'
 'stalk-color-above-ring_p' 'stalk-color-below-ring_o' 'ring-number_o'
 'spore-print-color_r' 'population_c' 'habitat_g' 'habitat_m' 'habitat_w']"
national.csv,4908,81,0,0,9.2e-05,0.002699,0.009575,0.006655,1.02,5.3125,4,5.0,1,1,0,3.0,5,5,5,3.8,"MLPClassifier(activation='logistic', alpha=1e-05, hidden_layer_sizes=1,
              max_iter=500, random_state=12345, solver='lbfgs')","MLPClassifier(activation='logistic', alpha=1e-05, hidden_layer_sizes=5,
              max_iter=500, random_state=12345, solver='lbfgs')",,,,,,,4,5,['age' 'race_NATIVE-AMERICAN' 'income96' 'genhealth_Excellent'],['age' 'race_ITALIAN' 'grade90_8TH GRADE' 'income96' 'typejob90_manuf'],['age' 'race_NATIVE-AMERICAN' 'income96' 'genhealth_Excellent'],['age' 'race_ITALIAN' 'grade90_8TH GRADE' 'income96' 'typejob90_manuf']
ECG5000.csv,4998,141,0,0,0.036875,0.032253,0.019346,0.023737,4.614285714285714,15.977142857142855,30,21.0,4,4,9,22.25,14,14,17,15.714285714285714,"MLPClassifier(activation='logistic', alpha=1.073630082774219,
              hidden_layer_sizes=4, max_iter=500, random_state=12345,
              solver='lbfgs')","MLPClassifier(activation='logistic', alpha=1.227816617119219,
              hidden_layer_sizes=14, max_iter=500, random_state=12345,
              solver='lbfgs')",,,,,,,30,21,"['col_4' 'col_7' 'col_8' 'col_10' 'col_22' 'col_25' 'col_35' 'col_36'
 'col_38' 'col_39' 'col_50' 'col_63' 'col_73' 'col_86' 'col_88' 'col_90'
 'col_91' 'col_95' 'col_96' 'col_98' 'col_102' 'col_109' 'col_115'
 'col_123' 'col_126' 'col_129' 'col_131' 'col_133' 'col_135' 'col_138']","['col_0' 'col_1' 'col_4' 'col_17' 'col_18' 'col_28' 'col_48' 'col_59'
 'col_61' 'col_79' 'col_97' 'col_100' 'col_102' 'col_108' 'col_124'
 'col_125' 'col_126' 'col_128' 'col_131' 'col_133' 'col_139']","['col_4' 'col_7' 'col_8' 'col_10' 'col_22' 'col_25' 'col_35' 'col_36'
 'col_38' 'col_39' 'col_50' 'col_63' 'col_73' 'col_86' 'col_88' 'col_90'
 'col_91' 'col_95' 'col_96' 'col_98' 'col_102' 'col_109' 'col_115'
 'col_123' 'col_126' 'col_129' 'col_131' 'col_133' 'col_135' 'col_138']","['col_0' 'col_1' 'col_4' 'col_17' 'col_18' 'col_28' 'col_48' 'col_59'
 'col_61' 'col_79' 'col_97' 'col_100' 'col_102' 'col_108' 'col_124'
 'col_125' 'col_126' 'col_128' 'col_131' 'col_133' 'col_139']"
ada.csv,4562,103,0,0,0.344,0.338516,0.369041,0.353045,1.1137254901960785,9.43921568627451,29,22.0,1,1,0,22.0,8,8,16,16.375,"MLPClassifier(activation='logistic', alpha=1e-05, hidden_layer_sizes=1,
              max_iter=500, random_state=12345, solver='lbfgs')","MLPClassifier(activation='logistic', alpha=2.48595540121502,
              hidden_layer_sizes=8, max_iter=500, random_state=12345,
              solver='lbfgs')",,,,,,,29,22,"['age' 'workclass_Federal-gov' 'education_11th' 'education_Some-college'
 'education_Assoc-voc' 'education_Preschool' 'educationNum'
 'occupation_Other-service' 'occupation_Machine-op-inspct'
 'occupation_Exec-managerial' 'occupation_Farming-fishing'
 'relationship_Not-in-family' 'relationship_Other-relative'
 'relationship_Wife' 'relationship_Husband' 'race_White' 'capitalGain'
 'capitalLoss' 'hoursPerWeek' 'nativeCountry_Ecuador'
 'nativeCountry_England' 'nativeCountry_South' 'nativeCountry_Puerto-Rico'
 'nativeCountry_Hong' 'nativeCountry_Cambodia' 'nativeCountry_Mexico'
 'nativeCountry_Poland' 'nativeCountry_Dominican-Republic'
 'nativeCountry_Japan']","['age' 'workclass_Federal-gov' 'workclass_Self-emp-inc'
 'workclass_Self-emp-not-inc' 'education_5th-6th' 'education_1st-4th'
 'educationNum' 'maritalStatus_Married-civ-spouse'
 'occupation_Priv-house-serv' 'occupation_Armed-Forces'
 'relationship_Not-in-family' 'relationship_Wife'
 'race_Asian-Pac-Islander' 'race_Amer-Indian-Eskimo' 'sex_Male'
 'capitalGain' 'capitalLoss' 'hoursPerWeek' 'nativeCountry_United-States'
 'nativeCountry_South' 'nativeCountry_Scotland' 'nativeCountry_Japan']","['age' 'workclass_Federal-gov' 'education_11th' 'education_Some-college'
 'education_Assoc-voc' 'education_Preschool' 'educationNum'
 'occupation_Other-service' 'occupation_Machine-op-inspct'
 'occupation_Exec-managerial' 'occupation_Farming-fishing'
 'relationship_Not-in-family' 'relationship_Other-relative'
 'relationship_Wife' 'relationship_Husband' 'race_White' 'capitalGain'
 'capitalLoss' 'hoursPerWeek' 'nativeCountry_Ecuador'
 'nativeCountry_England' 'nativeCountry_South' 'nativeCountry_Puerto-Rico'
 'nativeCountry_Hong' 'nativeCountry_Cambodia' 'nativeCountry_Mexico'
 'nativeCountry_Poland' 'nativeCountry_Dominican-Republic'
 'nativeCountry_Japan']","['age' 'workclass_Federal-gov' 'workclass_Self-emp-inc'
 'workclass_Self-emp-not-inc' 'education_5th-6th' 'education_1st-4th'
 'educationNum' 'maritalStatus_Married-civ-spouse'
 'occupation_Priv-house-serv' 'occupation_Armed-Forces'
 'relationship_Not-in-family' 'relationship_Wife'
 'race_Asian-Pac-Islander' 'race_Amer-Indian-Eskimo' 'sex_Male'
 'capitalGain' 'capitalLoss' 'hoursPerWeek' 'nativeCountry_United-States'
 'nativeCountry_South' 'nativeCountry_Scotland' 'nativeCountry_Japan']"
national.csv,4908,81,1,1234,0.002103,0.003051,1.7e-05,0.005131,1.035,1.04,7,8.0,1,1,0,5.0,1,1,0,6.0,"MLPClassifier(activation='logistic', alpha=1e-05, hidden_layer_sizes=1,
              max_iter=500, random_state=12345, solver='lbfgs')","MLPClassifier(activation='logistic', alpha=1.0000000000000003e-05,
              hidden_layer_sizes=1, max_iter=500, random_state=12345,
              solver='lbfgs')",,,,,,,7,8,"['age' 'race_IRISH' 'grade90_1ST YR COL' 'income96' 'charged'
 'jobtrain90_No' 'jobtrain90_Yes']","['age' 'race_ENGLISH' 'race_IRISH' 'grade90_7TH YR COL' 'income96'
 'weight' 'jobtrain90_No' 'jobtrain90_Yes']","['age' 'race_IRISH' 'grade90_1ST YR COL' 'income96' 'charged'
 'jobtrain90_No' 'jobtrain90_Yes']","['age' 'race_ENGLISH' 'race_IRISH' 'grade90_7TH YR COL' 'income96'
 'weight' 'jobtrain90_No' 'jobtrain90_Yes']"
mushroom.csv,8124,126,1,1234,2.3e-05,3.4e-05,9e-06,1e-06,2.56,13.535999999999998,41,16.0,2,2,18,30.5,12,12,15,12.0,"MLPClassifier(activation='logistic', alpha=1e-05, hidden_layer_sizes=2,
              max_iter=500, random_state=12345, solver='lbfgs')","MLPClassifier(activation='logistic', alpha=1e-05, hidden_layer_sizes=12,
              max_iter=500, random_state=12345, solver='lbfgs')",,,,,,,41,16,"['cap-shape_b' 'cap-shape_c' 'cap-surface_f' 'cap-surface_g' 'cap-color_b'
 'cap-color_c' 'cap-color_e' 'cap-color_r' 'cap-color_w' 'bruises%3F_t'
 'odor_a' 'odor_f' 'odor_l' 'odor_p' 'odor_s' 'gill-size_b' 'gill-color_b'
 'gill-color_n' 'gill-color_u' 'stalk-root_b' 'stalk-surface-below-ring_k'
 'stalk-color-above-ring_y' 'stalk-color-below-ring_b'
 'stalk-color-below-ring_g' 'veil-color_n' 'veil-color_w' 'ring-number_o'
 'ring-type_f' 'ring-type_s' 'ring-type_z' 'spore-print-color_b'
 'spore-print-color_h' 'spore-print-color_n' 'spore-print-color_r'
 'spore-print-color_u' 'population_c' 'habitat_d' 'habitat_l' 'habitat_p'
 'habitat_u' 'habitat_w']","['cap-shape_c' 'bruises%3F_f' 'odor_f' 'odor_n' 'gill-size_b'
 'stalk-root_b' 'stalk-surface-below-ring_k' 'stalk-surface-below-ring_s'
 'stalk-surface-below-ring_y' 'stalk-color-below-ring_y' 'veil-type_p'
 'ring-number_o' 'ring-type_z' 'spore-print-color_b' 'spore-print-color_r'
 'population_c']","['cap-shape_b' 'cap-shape_c' 'cap-surface_f' 'cap-surface_g' 'cap-color_b'
 'cap-color_c' 'cap-color_e' 'cap-color_r' 'cap-color_w' 'bruises%3F_t'
 'odor_a' 'odor_f' 'odor_l' 'odor_p' 'odor_s' 'gill-size_b' 'gill-color_b'
 'gill-color_n' 'gill-color_u' 'stalk-root_b' 'stalk-surface-below-ring_k'
 'stalk-color-above-ring_y' 'stalk-color-below-ring_b'
 'stalk-color-below-ring_g' 'veil-color_n' 'veil-color_w' 'ring-number_o'
 'ring-type_f' 'ring-type_s' 'ring-type_z' 'spore-print-color_b'
 'spore-print-color_h' 'spore-print-color_n' 'spore-print-color_r'
 'spore-print-color_u' 'population_c' 'habitat_d' 'habitat_l' 'habitat_p'
 'habitat_u' 'habitat_w']","['cap-shape_c' 'bruises%3F_f' 'odor_f' 'odor_n' 'gill-size_b'
 'stalk-root_b' 'stalk-surface-below-ring_k' 'stalk-surface-below-ring_s'
 'stalk-surface-below-ring_y' 'stalk-color-below-ring_y' 'veil-type_p'
 'ring-number_o' 'ring-type_z' 'spore-print-color_b' 'spore-print-color_r'
 'population_c']"
coil2000.csv,9822,86,1,1234,0.206192,0.210819,0.205256,0.205092,1.051764705882353,10.308235294117647,11,28.0,1,1,0,8.0,12,9,1,20.88888888888889,"MLPClassifier(activation='logistic', alpha=1.9937439654941167,
              hidden_layer_sizes=1, max_iter=500, random_state=12345,
              solver='lbfgs')","MLPClassifier(activation='logistic', alpha=12.90258085745836,
              hidden_layer_sizes=12, max_iter=500, random_state=12345,
              solver='lbfgs')",,,,,,,11,28,"['MRELSA' 'MBERBOER' 'MINKGEM' 'PWAPART' 'PWALAND' 'PPERSAUT' 'PBRAND'
 'PZEILPL' 'AWERKT' 'AWAOREG' 'ABRAND']","['MOSTYPE' 'MAANTHUI' 'MGEMOMV' 'MGEMLEEF' 'MGODRK' 'MRELGE' 'MRELOV'
 'MFGEKIND' 'MOPLMIDD' 'MBERARBO' 'MINKM30' 'MINK3045' 'PWALAND'
 'PPERSAUT' 'PWERKT' 'PPERSONG' 'PWAOREG' 'PPLEZIER' 'PINBOED' 'AWABEDR'
 'APERSAUT' 'ATRACTOR' 'ABROM' 'ALEVEN' 'APERSONG' 'AGEZONG' 'ABRAND'
 'APLEZIER']","['MRELSA' 'MBERBOER' 'MINKGEM' 'PWAPART' 'PWALAND' 'PPERSAUT' 'PBRAND'
 'PZEILPL' 'AWERKT' 'AWAOREG' 'ABRAND']","['MOSTYPE' 'MAANTHUI' 'MGEMOMV' 'MGEMLEEF' 'MGODRK' 'MRELGE' 'MRELOV'
 'MFGEKIND' 'MOPLMIDD' 'MBERARBO' 'MINKM30' 'MINK3045' 'PWALAND'
 'PPERSAUT' 'PWERKT' 'PPERSONG' 'PWAOREG' 'PPLEZIER' 'PINBOED' 'AWABEDR'
 'APERSAUT' 'ATRACTOR' 'ABROM' 'ALEVEN' 'APERSONG' 'AGEZONG' 'ABRAND'
 'APLEZIER']"
kr.csv,3196,75,1,1234,0.031153,0.029347,0.026273,0.023222,4.2081081081081075,15.472972972972974,37,32.0,3,3,15,27.666666666666668,11,11,25,23.818181818181817,"MLPClassifier(activation='logistic', alpha=0.223261796117128,
              hidden_layer_sizes=3, max_iter=500, random_state=12345,
              solver='lbfgs')","MLPClassifier(activation='logistic', alpha=0.215441344830739,
              hidden_layer_sizes=11, max_iter=500, random_state=12345,
              solver='lbfgs')",,,,,,,37,32,"['bkblk_t' 'bkblk_f' 'bknwy_f' 'bkon8_t' 'bkona_t' 'bkona_f' 'bkxbq_t'
 'bkxbq_f' 'bkxcr_f' 'bkxwp_t' 'bxqsq_t' 'bxqsq_f' 'hdchk_f' 'katri_n'
 'katri_w' 'mulch_f' 'qxmsq_t' 'r2ar8_t' 'r2ar8_f' 'rimmx_t' 'rimmx_f'
 'rkxwp_t' 'rxmsq_t' 'rxmsq_f' 'simpl_f' 'skach_t' 'skewr_f' 'skrxp_f'
 'spcop_f' 'thrsk_t' 'wkna8_t' 'wknck_t' 'wknck_f' 'wkovl_t' 'wkpos_f'
 'wtoeg_t' 'wtoeg_f']","['bkblk_t' 'bkblk_f' 'bknwy_f' 'bkon8_t' 'bkon8_f' 'bkona_t' 'bkxbq_f'
 'bkxcr_t' 'bkxcr_f' 'bxqsq_t' 'hdchk_f' 'katri_n' 'katri_w' 'mulch_f'
 'qxmsq_t' 'r2ar8_f' 'reskr_t' 'rimmx_t' 'rimmx_f' 'rkxwp_f' 'rxmsq_f'
 'skach_f' 'skewr_f' 'skrxp_f' 'spcop_t' 'spcop_f' 'thrsk_f' 'wkna8_t'
 'wknck_t' 'wkovl_f' 'wkpos_t' 'wtoeg_f']","['bkblk_t' 'bkblk_f' 'bknwy_f' 'bkon8_t' 'bkona_t' 'bkona_f' 'bkxbq_t'
 'bkxbq_f' 'bkxcr_f' 'bkxwp_t' 'bxqsq_t' 'bxqsq_f' 'hdchk_f' 'katri_n'
 'katri_w' 'mulch_f' 'qxmsq_t' 'r2ar8_t' 'r2ar8_f' 'rimmx_t' 'rimmx_f'
 'rkxwp_t' 'rxmsq_t' 'rxmsq_f' 'simpl_f' 'skach_t' 'skewr_f' 'skrxp_f'
 'spcop_f' 'thrsk_t' 'wkna8_t' 'wknck_t' 'wknck_f' 'wkovl_t' 'wkpos_f'
 'wtoeg_t' 'wtoeg_f']","['bkblk_t' 'bkblk_f' 'bknwy_f' 'bkon8_t' 'bkon8_f' 'bkona_t' 'bkxbq_f'
 'bkxcr_t' 'bkxcr_f' 'bxqsq_t' 'hdchk_f' 'katri_n' 'katri_w' 'mulch_f'
 'qxmsq_t' 'r2ar8_f' 'reskr_t' 'rimmx_t' 'rimmx_f' 'rkxwp_f' 'rxmsq_f'
 'skach_f' 'skewr_f' 'skrxp_f' 'spcop_t' 'spcop_f' 'thrsk_f' 'wkna8_t'
 'wknck_t' 'wkovl_f' 'wkpos_t' 'wtoeg_f']"
kr.csv,3196,75,0,0,0.02954,0.031094,0.019312,0.021918,7.683783783783783,20.145945945945947,42,35.0,5,5,35,30.6,14,14,30,26.0,"MLPClassifier(activation='logistic', alpha=0.1653945051654204,
              hidden_layer_sizes=5, max_iter=500, random_state=12345,
              solver='lbfgs')","MLPClassifier(activation='logistic', alpha=0.323415400109332,
              hidden_layer_sizes=14, max_iter=500, random_state=12345,
              solver='lbfgs')",,,,,,,41,35,"['bkblk_t' 'bkblk_f' 'bkon8_t' 'bkona_t' 'bkspr_f' 'bkxbq_t' 'bkxcr_f'
 'bkxwp_t' 'bkxwp_f' 'blxwp_t' 'bxqsq_f' 'cntxt_t' 'cntxt_f' 'hdchk_f'
 'katri_b' 'katri_n' 'katri_w' 'mulch_f' 'qxmsq_t' 'qxmsq_f' 'r2ar8_t'
 'reskr_t' 'rimmx_f' 'rkxwp_t' 'rkxwp_f' 'rxmsq_f' 'skach_t' 'skrxp_t'
 'skrxp_f' 'spcop_t' 'spcop_f' 'thrsk_t' 'wkcti_f' 'wkna8_t' 'wkna8_f'
 'wknck_t' 'wkovl_t' 'wkovl_f' 'wkpos_t' 'wkpos_f' 'wtoeg_n']","['bkblk_t' 'bknwy_f' 'bkon8_t' 'bkona_f' 'bkspr_f' 'bkxbq_t' 'bkxbq_f'
 'bkxcr_f' 'blxwp_f' 'bxqsq_t' 'bxqsq_f' 'dwipd_l' 'katri_b' 'katri_n'
 'katri_w' 'mulch_f' 'qxmsq_f' 'r2ar8_t' 'reskr_t' 'reskr_f' 'rimmx_f'
 'rxmsq_t' 'simpl_t' 'skach_t' 'skewr_f' 'skrxp_f' 'spcop_f' 'stlmt_f'
 'thrsk_t' 'wkcti_t' 'wkna8_t' 'wknck_t' 'wkovl_t' 'wkovl_f' 'wkpos_f']","['bkblk_t' 'bkblk_f' 'bkon8_t' 'bkona_t' 'bkspr_f' 'bkxbq_t' 'bkxcr_f'
 'bkxwp_t' 'bkxwp_f' 'blxwp_t' 'bxqsq_f' 'cntxt_t' 'cntxt_f' 'hdchk_f'
 'katri_b' 'katri_n' 'katri_w' 'mulch_f' 'qxmsq_t' 'qxmsq_f' 'r2ar8_t'
 'reskr_t' 'rimmx_f' 'rkxwp_t' 'rkxwp_f' 'rxmsq_f' 'skach_t' 'skrxp_t'
 'skrxp_f' 'spcop_t' 'spcop_f' 'thrsk_t' 'wkcti_f' 'wkna8_t' 'wkna8_f'
 'wknck_t' 'wkovl_t' 'wkovl_f' 'wkpos_t' 'wkpos_f' 'wtoeg_n' 'wtoeg_f']","['bkblk_t' 'bknwy_f' 'bkon8_t' 'bkona_f' 'bkspr_f' 'bkxbq_t' 'bkxbq_f'
 'bkxcr_f' 'blxwp_f' 'bxqsq_t' 'bxqsq_f' 'dwipd_l' 'katri_b' 'katri_n'
 'katri_w' 'mulch_f' 'qxmsq_f' 'r2ar8_t' 'reskr_t' 'reskr_f' 'rimmx_f'
 'rxmsq_t' 'simpl_t' 'skach_t' 'skewr_f' 'skrxp_f' 'spcop_f' 'stlmt_f'
 'thrsk_t' 'wkcti_t' 'wkna8_t' 'wknck_t' 'wkovl_t' 'wkovl_f' 'wkpos_f']"
